Id,Label,Weight
190,propoli,4
181,brood,3
15,mite,10
125,dna,3
50,protein,9
58,forag,15
87,reward,4
7,rhythm,2
54,flower,9
98,hive,9
60,cerana,6
14,gene,24
180,age,3
44,queen,19
30,odor,4
122,group,3
162,day,4
97,trap,3
55,nectar,3
141,african,4
16,varroa,4
238,amino,3
56,pollin,5
112,respons,3
53,ant,4
62,condit,3
43,drone,3
109,pheromon,4
324,melittin,4
126,larva,4
5,treatment,2
33,receptor,4
77,danc,6
12,hbgase,2
92,neuron,4
105,worker,9
203,year,3
45,coloni,7
8,circadian,2
308,forest,3
69,gland,4
272,temperatur,5
206,mortal,4
158,fruit,4
169,social,4
22,viru,3
94,pollen,18
183,type,3
178,oil,3
19,genom,3
