Label,weight
winter bees, 3
kin recognition, 2
transmission lines, 2
transport, 2
shocks, 2
learning, 2
venom (toxicity to insects), 1
proboscis extension reflex, 1
trigona (oxtrigona) tataira, 1
trimethylsilyl, 1
exocrine glands, 1
stored royal jelly, 1
differential conditioning, 1
primer pheromone, 1
photoreceptor cells, 1
absorption, 1
venom, 1
antennal lobe, 1
posterior protocerebrum, 1
dynamic solvent effect, 1
