Label,weight
insect cholinesterase, 1
hexagema bilineata, 1
isozymes, 1
acetylcholinesterase, 1
apis mellifera, 1
molecular properties of cholinesterase, 1
aggregation of cholinesterase, 1
cholinesterase, 1
