Id,Label,Weight
11,chang,2
148,remov,3
73,gland,8
64,queen,8
93,cell,6
31,sterol,3
9,pump,2
6,cross,6
83,pollen,7
14,apparatu,2
146,haemolymph,3
8,seed,7
175,039,103
30,behaviour,3
76,forag,4
34,flower,9
1,wax,2
96,incarnata,4
153,pheromon,3
19,spiroplasma,3
81,nectar,4
173,twelv,103
48,larva,6
69,acet,3
140,brood,5
174,substanc,103
44,test,3
27,set,5
41,spore,5
40,dose,3
2,cocci,2
78,extract,4
20,strain,4
12,caviti,4
103,glial,3
90,protein,9
68,increas,3
80,nativ,3
7,cultivar,4
13,cuticular,4
113,worker,5
61,experi,3
95,verticillata,4
106,drone,3
53,venom,10
4,anticoagul,2
26,pollin,11
18,b31,3
105,mite,3
25,fruit,3
