Id,Label,Weight
36,infect,3
1,byproduct,87
116,pheromon,6
106,behaviour,3
80,subspeci,6
48,worker,7
51,danc,5
114,metabol,4
137,coloni,6
97,cell,5
81,african,6
34,flower,8
177,extract,3
23,bei,4
11,brood,10
50,landmark,4
84,pollin,4
2,dialect,87
117,rate,4
118,queen,7
165,genet,4
67,produc,3
92,swarm,3
136,group,5
73,iii,3
180,nectar,4
105,temperatur,4
43,eye,3
20,cytoplasm,2
150,remov,3
149,clean,3
156,pollen,3
52,sun,3
44,peak,3
37,mite,12
191,number,3
3,proteolyt,2
111,visit,5
35,kbv,4
72,stage,7
161,patch,3
24,mit,3
151,larva,6
21,viru,3
47,day,7
17,einem,2
71,pmolg,3
70,clarea,6
0,cognit,87
6,marcescen,2
