Id,Label,Weight
39,cocoon,5
16,state,2
45,particl,2
88,swarm,9
37,nutrit,3
15,paralysi,4
40,larva,9
47,diploid,2
105,posit,3
21,head,123
41,materi,4
12,temperatur,4
76,sarcosom,3
6,eye,4
56,nectar,3
23,extract,10
51,cell,6
14,viru,4
102,venom,3
17,mite,4
18,natur,4
36,cast,4
19,ingest,121
122,rear,4
85,worker,5
99,prepar,7
93,protein,3
69,attract,6
72,made,3
57,fructos,3
4,insemin,2
63,cytochrom,3
3,semen,2
42,line,4
20,limit,120
87,soon,3
10,retract,2
104,reaction,3
7,flicker,3
38,larval,3
86,lay,3
8,compound,4
64,growth,3
50,acet,3
46,male,2
59,type,5
78,oxid,4
32,queen,20
80,factor,3
22,vitamin,2
