insect-metabolism,1
Philosamia cynthia (C. Silkmoth),1
cold,1
miniature (E- and I-) potentials,1
conductance,1
temperature regulation,1
oxygen consumption,1
cycles,1
animal heat production,1
Philanthus triangulum (beewolf),1
neuromuscular transmission in insects,1
Schistocerca gregaria (locust),1
worker,6
Proteins,15
