Coelocapitular sensillum,1
9-hydroxy-(E)-2-decenoic acid,1
Cruciferae,1
Hygroreceptor,1
[3H]GABA release,1
morphogenesis,1
affinity chromatography,1
epoxides,1
45CaCl2 fluxes,1
Isoelectric focusing,1
(E)-10-hydroxy-2-decenoic acid,1
synaptosomes,1
depolarization,1
multicomponent pheromone,1
Jamaica,1
queen substance,1
optomotor response,1
DNP,1
Host protein utilization,1
electro-antennography,1
flight control,1
chirality,1
tree biology,1
electret,1
chemosensillae,1
