Id,Label,weight
apis mellifera,apis mellifera, 172
honeybee,honeybee, 59
honey bee,honey bee, 49
honey bees,honey bees, 39
hymenoptera,hymenoptera, 29
apidae,apidae, 26
pollination,pollination, 20
foraging,foraging, 17
apis,apis, 17
honeybees,honeybees, 14
varroa jacobsoni,varroa jacobsoni, 13
insect,insect, 13
pheromone,pheromone, 11
apis mellifera l.,apis mellifera l., 9
bombus,bombus, 8
pollen,pollen, 8
queen,queen, 7
bacillus larvae,bacillus larvae, 7
nosema apis,nosema apis, 7
melittin,melittin, 7
