Label,weight
feeding systems, 1
compound eye, 1
apis mellifera venom, 1
phospholipase a2, 1
cornea, 1
anemotaxis, 1
second optic ganglion (medulla), 1
golgi studies, 1
(ee)-farnesol, 1
geranic acid, 1
worker bees, 1
queen bee, 1
honeybees, 1
queen-cups, 1
foot-print pheromone, 1
worker bee, 1
bioassay, 1
third optic ganglion (lobula), 1
tarsal glands, 1
ultrastructure, 1
