Id,Label,Weight
27,worker,4
25,infect,7
83,forag,13
10,brood,8
11,varroa,10
103,resourc,3
2,pollin,13
48,immun,3
91,day,3
118,strain,4
7,protein,10
100,model,3
5,avail,3
186,organ,3
32,insecticid,3
50,hive,5
29,coloni,10
86,genet,3
148,type,3
4,fumagillin,2
19,group,2
197,flight,3
124,cell,4
21,queen,16
66,visit,3
85,region,5
102,select,3
37,genom,3
142,beekeep,3
30,neonicotinoid,5
52,methyl,4
105,year,4
92,larva,9
161,behavior,3
23,cerana,8
182,drone,3
33,flower,14
69,temperatur,3
84,pollen,13
8,gene,15
74,landscap,4
265,ant,3
218,propoli,4
212,site,3
87,nectar,5
187,venom,3
229,resist,3
28,mite,13
170,ahb,3
144,sperm,3
