Label,weight
apis dorsata, 3
survival, 3
apis florea, 3
tropilaelaps clareae, 2
subfamily, 2
apis mellifera (l.), 2
identification, 2
thailand, 2
colony defence, 2
memory, 2
brood cells, 2
essential oils, 2
nepotism, 2
dna fingerprinting, 2
rflp, 1
reference isolates, 1
conditioned proboscis extension, 1
dependence on host conditions, 1
polypeptides, 1
survival analysis, 1
