Label,weight
apis nuluensis, 4
africanized bee, 2
phylogeny, 2
reproductive isolation, 2
drone flight, 2
nucleotide sequence, 2
allozyme, 2
temporal polyethism, 2
feeding pollen, 2
nosema disease, 2
plant reproductive biology, 1
vegetable oil, 1
apetalous, 1
[3h]sch23390, 1
range expansion, 1
mating flight, 1
critical electrolyte concentration, 1
epilepsy, 1
residue, 1
reproductive behaviour, 1
