Id,Label,Weight
54,hybrid,5
29,group,4
8,venom,4
150,coloni,6
59,area,3
85,african,9
171,flower,4
155,temperatur,4
10,hormon,3
145,visit,6
30,1991,4
25,forag,9
106,brood,5
47,nest,6
41,photoreceptor,3
117,pheromon,5
183,identifi,3
184,follow,3
82,mate,5
73,larva,4
81,drone,9
246,strip,54
142,part,3
24,site,4
48,worker,10
95,recognit,4
135,mite,9
40,glial,3
56,follicl,4
42,cell,12
128,extract,4
27,differ,3
53,monticola,3
255,cytolog,53
63,frequenc,3
5,brain,3
86,neurosecretori,3
98,subfamili,3
68,queen,11
62,danc,5
36,pattern,3
61,sound,3
254,polyvinyl,53
76,dna,4
91,pollen,7
46,caviti,4
163,aggress,4
45,feed,4
13,sequenc,4
173,hypothesi,3
