Id,Label,Weight
2,varroa,8
94,larva,6
20,hive,7
64,nectar,4
39,fruit,4
29,olfactori,3
60,viru,3
68,neonicotinoid,3
18,breed,4
109,infect,4
140,immun,4
46,model,6
8,cerana,9
12,pollen,22
110,beekeep,4
53,function,3
192,behaviour,4
93,queen,9
33,site,3
26,activ,4
66,select,3
7,nosema,5
57,propoli,8
123,brood,4
169,wing,4
45,condit,5
40,flower,5
91,isol,6
86,melittin,4
41,honey,3
102,year,3
138,caus,3
120,protein,13
108,coloni,5
1,mite,8
11,forag,10
135,group,3
155,landscap,3
112,genet,4
111,differ,3
95,oil,3
113,extract,3
137,rang,3
83,worker,7
67,gene,16
47,pollin,10
74,reproduct,7
56,venom,7
43,content,5
142,toxic,3
