Id,Label,Weight
114,sperm,4
68,temperatur,6
86,venom,5
168,seed,4
48,stripe,3
85,spray,4
102,gene,3
104,extract,3
41,forag,5
110,muscl,6
91,viru,4
178,comb,4
60,cell,8
140,european,4
76,mite,4
132,nectar,5
87,phospholipas,3
119,african,8
25,peak,3
82,larva,3
97,protein,5
109,kda,3
57,mortal,4
12,figur,3
64,grate,3
135,mark,4
271,habit,50
3,αglucosid,3
77,gland,6
58,secretori,4
31,queen,13
36,nest,3
272,2heptanon,50
23,densiti,3
49,groov,4
67,broodnest,3
165,worker,8
70,discrimin,3
44,perform,4
270,movement,50
106,flower,8
134,fig,4
146,secret,4
26,cast,3
69,brood,10
171,compon,4
175,model,4
45,granul,4
142,pollen,5
174,drone,5
