Label,weight
robinia pseudo-acacia honey, 2
robinia pseudo-acacia nectar, 2
apis mellifera food glands, 2
sperm survival, 1
sambucus nigra and aesculus hippocastanum pollen, 1
insect reproduction, 1
saccharides, 1
spermatheca, 1
ionic concentration, 1
sambucus nigra pollen, 1
amylase, 1
protein, 1
cellulose acetate, 1
