Label,weight
procion yellow, 1
sensilla basiconica, 1
ocelli, 1
first and second, 1
optic cartridge, 1
taste receptors, 1
ecs vs co sub 2 narcosis vs n sub 2 narcosis vs cooling after learning retrograde amnesia honeybees, 1
order neurons, 1
central projections, 1
lamina ganglionaris, 1
scanning electron microscopy, 1
transmission electron microscopy, 1
sensilla chaetica, 1
