Label,weight
second order neurons, 1
polarized light detection, 1
microsomal enzyme inhibitor, 1
worker bee apis mellifera, 1
hyaluronidase, 1
aggressiveness, 1
tryptophan ommochrome pathway, 1
dorsal retina, 1
dopamine, 1
chondroitin sulfate, 1
honey bee apis mellifera, 1
fused rhabdom, 1
visual cells apis mellifera, 1
vespa orientalis, 1
ultraviolet receptors, 1
biogenic amines, 1
bees, 1
neurotransmitter, 1
bee apis mellifera, 1
rna, 1
