Id,Label,Weight
212,sugar,3
36,pollen,19
8,valu,2
169,parasit,4
29,worker,8
193,moth,3
102,gland,5
27,forag,11
107,select,4
25,flower,6
248,dwv,4
124,nectar,4
85,mixtur,4
385,brood,3
118,drone,3
294,maiz,3
210,size,3
69,protein,3
164,virus,3
73,queen,7
15,pollin,19
120,pesticid,4
163,viru,3
253,csbv,3
147,seed,3
123,area,3
88,immun,3
49,propoli,5
116,site,3
0,mite,8
105,venom,3
52,social,3
1,varroa,6
171,group,3
10,inhibitor,2
16,2017,4
20,neonicotinoid,4
58,hive,6
19,larva,10
35,floral,3
13,enzym,2
216,wing,3
61,commun,3
22,infect,3
42,sequenc,4
113,respons,3
23,cerana,5
96,pathogen,3
94,coloni,9
30,gene,9
