Id,Label,weight
apis mellifera,apis mellifera, 6
honey bee,honey bee, 2
proteins,proteins, 2
haemolymph,haemolymph, 1
amino acid,amino acid, 1
bees and biogenic amines,bees and biogenic amines, 1
isozymes,isozymes, 1
energy,energy, 1
ecdysis,ecdysis, 1
temperature regulation,temperature regulation, 1
bee venom,bee venom, 1
venoms,venoms, 1
animal heat production,animal heat production, 1
conductance,conductance, 1
malate dehydrogenase,malate dehydrogenase, 1
drones,drones, 1
light microscopy,light microscopy, 1
cold,cold, 1
neuromuscular transmission in insects,neuromuscular transmission in insects, 1
deuterocerebrum,deuterocerebrum, 1
