Id,Label,Weight
145,pesticid,3
52,parasit,7
12,endophyt,3
193,site,3
161,paraquat,3
195,signal,3
100,mite,9
248,african,3
170,microbiota,3
107,sugar,3
131,pollen,20
201,seed,4
21,odor,5
32,extract,4
241,group,6
39,brain,4
133,hive,5
197,larva,4
196,drone,4
93,nest,3
41,venom,3
136,variat,3
126,worker,6
108,sucros,6
245,servic,3
18,nativ,4
2,infect,7
102,varroa,8
98,genom,5
23,nosema,4
65,island,3
247,visual,4
33,propoli,6
252,winter,4
68,queen,8
55,flower,9
69,gut,4
251,coloni,6
92,area,3
153,toxic,3
128,forag,7
110,brood,7
30,gene,11
116,assay,5
297,rear,4
198,protein,4
58,content,3
19,pollin,12
215,nectar,3
24,cerana,10
