Label,weight
drone, 2
phagocytosis, 1
brood rearing, 1
energy balance, 1
scolytidae, 1
locomotor behaviour, 1
flight directionality, 1
bacteriorhodopsin, 1
invariant structures, 1
celestial navigation, 1
photoreceptors, 1
tracheation, 1
motor endings, 1
choice, 1
mitotic waves, 1
blastoderm formation, 1
pollenkitt, 1
central complex, 1
activity, 1
sexual dimorphism, 1
