Id,Label,Weight
177,african,5
77,danc,8
34,flower,13
11,disulfid,3
178,variabl,4
162,test,5
58,signal,3
72,protein,4
55,pollen,8
37,brood,6
138,cerana,3
128,forag,17
156,group,3
129,site,4
173,offspr,3
197,drone,5
154,enzym,3
228,wax,4
10,thioredoxin,3
95,odour,33
88,pollin,3
73,transform,3
105,coloni,10
45,day,13
94,necessari,33
31,jacobsoni,4
85,sting,6
200,venom,4
117,royal,3
57,sequenc,3
32,mite,10
181,age,3
106,honey,3
12,submicrovillar,4
116,cell,13
0,trypsin,4
43,sun,3
171,collect,4
104,subfamili,5
97,peptid,3
96,patern,33
150,larva,5
30,varroa,3
146,worker,4
35,visit,4
18,rufonig,3
47,behaviour,4
103,queen,12
46,colour,3
161,oil,3
