Id,Label,Weight
4,tree,5
28,trehalas,4
38,retinula,5
5,comb,5
27,eye,3
21,mutant,3
121,titr,4
31,patient,5
77,turn,3
87,pollen,4
133,flight,4
1,danc,4
191,cervic,89
85,sever,4
68,enzym,3
10,substanc,91
104,canyon,3
79,increas,5
66,substrat,3
122,sensilla,7
0,shake,4
47,sequenc,3
89,flower,3
18,visit,4
190,strand,89
110,temperatur,7
40,visual,4
88,stigma,3
153,queen,4
16,der,4
97,stock,3
103,sourc,3
17,die,4
116,pollin,3
78,side,4
3,nest,5
44,sigma,4
20,tryptophan,3
46,total,4
60,cell,7
102,stimul,5
32,phospholipas,5
61,type,11
39,fibr,4
30,thorax,7
49,nucleotid,3
101,larva,7
48,dna,4
128,worker,7
33,venom,3
