Id,Label,Weight
88,larval,4
90,worker,7
28,coumapho,3
120,swarm,3
135,wax,3
51,visit,3
99,sourc,5
17,protein,12
83,respons,3
87,larva,4
122,actin,3
133,storag,4
117,cytochrom,4
98,danc,9
3,heat,4
89,age,3
157,nectar,3
75,coloni,8
169,venom,3
79,migrat,4
77,drone,6
27,perizin,3
53,cue,3
259,spray,44
199,rate,3
156,season,5
162,cell,5
62,damag,3
59,tetram,3
141,fli,5
6,pedmc,4
134,flower,9
113,pollen,18
206,conflict,4
63,membran,6
163,mite,13
5,queen,9
8,activ,4
102,100,3
82,placod,3
96,diflubenzuron,3
258,son,43
60,melittin,4
123,filament,6
81,forag,21
154,african,5
183,day,3
80,brood,5
128,reward,4
105,condit,45
