Id,Label,weight
apis mellifera,apis mellifera, 2374
honeybee,honeybee, 746
honey bee,honey bee, 595
honey bees,honey bees, 379
pollination,pollination, 324
varroa destructor,varroa destructor, 302
honeybees,honeybees, 239
foraging,foraging, 169
honey,honey, 149
varroa jacobsoni,varroa jacobsoni, 147
pollen,pollen, 143
hymenoptera,hymenoptera, 132
propolis,propolis, 127
insect,insect, 120
apis,apis, 106
bees,bees, 101
apis cerana,apis cerana, 99
american foulbrood,american foulbrood, 97
royal jelly,royal jelly, 97
social insects,social insects, 96
