Source,Destination,Weight
9,24,3
9,16,1
9,1,102
9,7,1
9,3,16
9,19,1
9,27,1
9,39,1
9,15,1
9,34,1
9,25,1
9,4,25
9,12,1
9,23,8
9,43,1
9,11,1
9,28,4
9,2,2
9,36,4
9,6,1
9,30,3
10,20,5
10,8,1
10,22,2
10,24,1
10,46,2
10,16,2
10,1,12
10,21,2
10,31,9
10,3,2
10,27,3
10,39,1
10,35,1
10,15,3
10,17,1
10,40,1
10,4,1
10,12,4
10,44,1
10,43,1
10,23,1
10,7,4
10,5,24
10,29,3
10,2,1
10,14,1
11,22,1
11,1,53
11,41,1
11,35,4
11,15,9
11,12,2
11,7,10
11,9,1
11,36,2
11,30,1
12,38,1
12,33,2
12,18,1
12,13,1
12,22,22
12,48,1
12,24,3
12,21,1
12,31,4
12,3,6
12,27,2
12,41,4
12,35,2
12,45,1
12,4,10
12,40,2
12,43,1
12,7,5
12,11,2
12,44,1
12,9,1
12,5,8
12,10,4
12,28,1
12,2,16
12,29,3
12,6,6
13,18,3
13,24,1
13,22,1
13,1,51
13,21,1
13,31,1
13,35,1
13,34,1
13,12,1
13,36,1
13,14,1
13,19,4
14,20,1
14,13,1
14,16,1
14,1,27
14,3,15
14,39,2
14,41,4
14,42,3
14,25,1
14,40,4
14,23,1
14,43,1
14,7,4
14,5,1
14,10,1
14,28,1
14,2,15
15,8,1
15,37,1
15,33,1
15,16,1
15,1,50
15,21,1
15,31,3
15,26,1
15,11,9
15,49,2
15,3,5
15,39,1
15,35,1
15,45,1
15,17,3
15,25,3
15,40,1
15,4,1
15,23,1
15,7,65
15,9,1
15,5,4
15,10,3
15,28,1
15,2,13
15,36,1
15,32,1
15,6,1
15,30,2
16,20,1
16,18,2
16,7,2
16,8,2
16,1,38
16,21,1
16,31,1
16,3,6
16,15,1
16,42,2
16,25,2
16,4,6
16,23,1
16,9,1
16,10,2
16,28,1
16,2,15
16,14,1
16,32,1
16,6,1
16,30,1
17,31,1
17,41,2
17,38,2
17,33,1
17,3,5
17,4,8
17,28,3
17,40,1
17,2,2
17,32,1
17,10,1
17,47,3
17,6,8
17,7,3
17,1,38
17,15,3
17,21,4
18,44,3
18,9,2
18,3,4
18,4,13
18,12,1
18,8,1
18,37,2
18,34,1
18,2,9
18,13,3
18,24,1
18,6,2
18,30,2
18,16,2
18,1,45
19,7,1
19,38,1
19,9,1
19,49,1
19,5,1
19,25,1
19,3,11
19,4,3
19,8,4
19,2,5
19,36,1
19,13,4
19,6,4
19,45,1
19,1,43
20,5,6
20,3,15
20,10,5
20,4,13
20,28,1
20,2,8
20,14,1
20,6,4
20,16,1
20,1,21
21,38,1
21,49,2
21,42,2
21,3,12
21,10,2
21,4,3
21,12,1
21,17,4
21,23,2
21,43,1
21,2,6
21,13,1
21,32,14
21,16,1
21,1,38
21,15,1
21,7,1
22,31,2
22,5,13
22,40,1
22,3,2
22,10,2
22,4,6
22,12,22
22,28,2
22,13,1
22,27,1
22,6,2
22,2,6
22,46,1
22,29,1
22,35,4
22,45,1
22,7,1
22,11,1
22,1,30
23,31,1
23,9,8
23,5,3
23,42,3
23,7,1
23,3,10
23,10,1
23,4,6
23,8,1
23,16,1
23,28,4
23,2,6
23,14,1
23,21,2
23,41,2
23,48,1
23,24,5
23,47,1
23,1,30
23,15,1
24,38,1
24,43,1
24,44,2
24,9,3
24,18,1
24,3,11
24,4,6
24,32,1
24,12,3
24,8,3
24,37,4
24,28,1
24,23,5
24,2,4
24,36,1
24,13,1
24,10,1
24,6,2
24,30,1
24,5,1
24,1,28
25,34,1
25,33,1
25,5,2
25,3,9
25,4,2
25,37,1
25,2,5
25,14,1
25,39,1
25,19,1
25,9,1
25,7,3
25,16,2
25,15,3
26,8,1
26,3,1
26,7,1
26,1,7
26,15,1
27,47,1
27,42,1
27,5,4
27,40,1
27,3,3
27,29,2
27,2,4
27,12,2
27,43,2
27,10,3
27,22,1
27,41,1
27,9,1
27,7,3
27,1,11
28,20,1
28,17,3
28,9,4
28,5,3
28,3,15
28,6,1
28,4,3
28,12,1
28,8,1
28,23,4
28,15,1
28,2,9
28,36,1
28,14,1
28,22,2
28,41,3
28,24,1
28,7,1
28,16,1
28,1,18
29,31,3
29,33,2
29,5,8
29,3,3
29,10,3
29,12,3
29,27,2
29,2,7
29,48,2
29,46,1
29,6,2
29,30,1
29,7,3
29,22,1
29,1,14
30,7,2
30,38,2
30,33,3
30,18,2
30,3,2
30,11,1
30,4,6
30,16,1
30,34,1
30,40,1
30,2,3
30,39,2
30,48,1
30,29,1
30,24,1
30,9,3
30,1,1
30,15,2
31,41,1
31,17,1
31,5,10
31,10,9
31,12,4
31,4,1
31,23,1
31,13,1
31,2,1
31,29,3
31,35,2
31,7,5
31,22,2
31,16,1
31,1,5
31,15,3
32,38,1
32,49,1
32,17,1
32,3,6
32,16,1
32,8,1
32,43,1
32,6,1
32,2,9
32,24,1
32,47,2
32,1,17
32,15,1
32,21,14
33,38,3
33,9,1
33,17,1
33,5,1
33,25,1
33,7,1
33,3,6
33,4,3
33,12,2
33,8,2
33,2,4
33,48,4
33,29,2
33,6,1
33,30,3
33,1,26
33,15,1
34,9,1
34,18,1
34,25,1
34,3,6
34,4,10
34,37,2
34,44,22
34,13,1
34,2,4
34,6,2
34,30,1
34,1,31
35,31,2
35,3,1
35,12,2
35,37,3
35,13,1
35,22,4
35,10,1
35,7,2
35,11,4
35,45,2
35,1,16
35,15,1
36,7,1
36,9,4
36,40,1
36,3,8
36,19,1
36,4,11
36,8,1
36,1,44
36,28,1
36,43,1
36,2,1
36,13,1
36,39,1
36,24,1
36,11,2
36,15,1
37,9,1
37,18,2
37,25,1
37,34,2
37,44,2
37,24,4
37,35,3
37,7,1
37,1,15
37,15,1
38,33,3
38,5,2
38,19,1
38,4,2
38,12,1
38,17,2
38,3,1
38,32,1
38,24,1
38,46,1
38,30,2
38,1,33
38,21,1
39,9,1
39,5,7
39,25,1
39,3,8
39,10,1
39,4,3
39,8,1
39,2,3
39,36,1
39,14,2
39,6,3
39,30,2
39,1,15
39,15,1
40,17,1
40,3,4
40,10,1
40,4,3
40,12,2
40,8,1
40,27,1
40,43,5
40,6,1
40,2,15
40,36,1
40,14,4
40,22,1
40,46,1
40,30,1
40,7,2
40,1,19
40,15,1
41,31,1
41,17,2
41,5,1
41,3,7
41,12,4
41,8,1
41,28,3
41,27,1
41,23,2
41,2,11
41,14,4
41,48,1
41,7,1
41,11,1
41,1,9
42,3,5
42,4,1
42,23,3
42,27,1
42,6,1
42,2,9
42,14,3
42,7,1
42,16,2
42,1,18
42,21,2
43,9,1
43,5,2
43,40,5
43,3,4
43,10,1
43,4,5
43,12,1
43,8,3
43,1,14
43,27,2
43,6,1
43,2,4
43,36,1
43,14,1
43,32,1
43,24,1
43,7,1
43,21,1
44,18,3
44,3,7
44,10,1
44,4,11
44,12,1
44,37,2
44,34,22
44,2,1
44,24,2
44,6,2
44,5,1
44,1,24
45,19,1
45,12,1
45,15,1
45,35,2
45,22,1
45,7,1
45,1,9
46,38,1
46,5,1
46,40,1
46,3,3
46,29,1
46,4,2
46,2,2
46,10,2
46,22,1
46,1,14
47,17,3
47,3,4
47,23,1
47,27,1
47,6,1
47,2,8
47,32,2
47,1,7
48,33,4
48,5,1
48,3,2
48,29,2
48,4,2
48,12,1
48,8,2
48,23,1
48,2,1
48,41,1
48,6,3
48,30,1
48,1,14
49,5,1
49,3,2
49,19,1
49,2,4
49,32,1
49,6,1
49,1,1
49,15,2
49,21,2
