Id,Label,Weight
95,flower,9
46,strawberri,3
70,neuron,4
6,esculentum,3
142,larva,6
153,orient,4
61,toward,3
147,acet,3
47,cultur,4
102,individu,3
48,survey,3
37,queen,4
127,studi,3
64,der,5
99,toad,3
97,predat,3
96,forag,3
87,brood,7
154,colour,4
56,stain,4
106,condit,5
29,protein,4
113,pressur,3
135,head,4
126,cell,4
124,flown,3
10,18–705,3
128,flight,4
91,age,4
116,impair,3
146,differ,5
121,temperatur,3
71,ocellar,3
101,relationship,3
65,die,5
100,fit,3
114,blood,3
119,pattern,6
94,nectar,5
1,accordingli,91
73,light,4
117,cool,3
108,fig,3
109,venom,6
0,agerel,91
9,18–79a,3
2,electrophoret,91
98,model,5
11,fraction,3
123,content,3
