Id,Label,Weight
133,nectar,4
153,recognit,3
32,visit,6
47,cell,8
34,floral,6
144,european,3
310,southeastern,16
151,cue,3
87,group,3
118,remov,5
46,bodi,4
36,pollen,16
185,site,9
97,day,3
114,jelli,6
172,type,4
64,infloresc,5
29,sequenc,5
162,protein,4
96,worker,5
69,size,5
75,differ,3
33,flower,18
177,comb,4
173,averag,4
99,coloni,8
66,nativ,5
53,forag,14
138,larva,7
110,sourc,5
312,sicilian,16
41,gene,6
73,african,3
130,strain,3
113,life,3
128,model,4
56,row,4
143,infect,3
216,fruit,4
120,brood,6
57,distanc,4
91,mite,17
194,signal,6
311,basitarsu,16
136,queen,7
35,pollin,3
152,wax,3
180,danc,6
86,distribut,3
117,hygien,5
