Id,Label,Weight
14,mite,10
101,type,3
128,flow,3
78,viru,7
64,nest,4
146,larva,4
72,drone,3
247,neuron,3
96,social,3
97,cast,3
87,new,3
36,pollin,10
120,behaviour,3
65,gland,3
122,signal,5
66,worker,9
121,cell,4
206,site,3
38,chang,3
15,varroa,5
211,day,3
55,isol,3
60,brood,3
177,condit,3
34,flower,11
51,brain,3
144,propoli,7
16,destructor,3
163,egg,5
89,receptor,5
134,oil,5
92,coloni,8
148,winter,3
95,age,4
57,pollen,19
39,cerana,3
107,select,3
67,queen,11
30,genom,4
236,seed,3
210,temperatur,3
33,forag,9
35,visit,5
232,group,3
11,gene,20
103,genet,5
69,venom,7
253,tactil,3
118,protein,11
49,sequenc,4
