Id,Label,Weight
11,pla2,3
149,signal,6
10,region,3
22,infect,4
176,individu,5
6,seed,3
38,floral,3
34,temperatur,5
52,coloni,7
221,egg,3
44,nativ,8
25,mite,12
160,bumbl,3
130,blueberri,3
104,hive,5
162,flight,4
207,sperm,4
70,activ,4
192,transgen,3
39,forag,11
69,queen,13
45,habitat,3
127,cell,4
79,brain,4
19,toxic,4
54,fruit,5
23,viru,3
68,larva,12
0,pollin,14
48,inform,4
161,posit,3
101,venom,9
142,propoli,6
88,differ,3
97,brood,7
139,pathogen,3
131,apiari,5
2,flower,13
50,worker,9
5,pollen,16
113,reaction,4
1,visit,4
134,peptid,4
159,reproduct,3
31,gene,10
220,reward,3
73,protein,11
111,beeswax,4
132,tree,3
20,cerana,3
