Id,Label,Weight
389,uncontamin,7
442,ige,2
119,spp,2
388,decod,7
231,residu,3
351,vibrat,2
387,fundament,7
407,sleep,2
117,resist,3
32,area,2
277,patrilin,2
109,capensi,2
212,cerana,4
88,spore,2
131,nosema,2
28,dwv,2
151,refer,2
143,odour,2
188,formic,2
157,maiz,2
78,ach,3
230,comb,2
242,pheromon,2
424,cross,2
61,haplotyp,3
133,accept,2
161,shb,3
44,site,2
17,morphometr,2
52,threshold,2
95,viru,2
171,optim,2
68,proteas,2
27,kbv,2
158,fed,2
352,gpcr,2
405,ethanol,2
459,colour,2
273,station,2
53,action,2
90,nachr,2
115,russian,2
100,heat,3
227,weight,2
111,flight,2
418,melittin,2
162,protein,3
37,swarm,6
132,queenless,3
102,intron,2
