Id,Label,Weight
72,forag,5
80,temperatur,3
33,disturb,4
32,tunnel,3
1,neg,103
155,sting,4
167,discrimin,3
146,densiti,3
5,reproduct,3
147,per,3
161,pattern,3
6,apv,3
53,pollen,8
62,taurine‐lik,3
47,sugar,3
127,drone,4
45,leucin,3
61,lobe,4
75,queen,8
141,age,4
23,hive,5
30,shock,6
101,wax,5
125,extract,4
54,flower,5
134,differ,5
131,oil,3
166,odour,3
63,immunoreact,5
129,predict,3
51,enzym,3
130,inject,3
138,venom,4
82,variat,3
0,partial,103
81,among,3
151,signal,3
113,genet,4
20,midgut,8
2,throughout,103
83,worker,6
128,longlast,3
123,form,3
44,transport,3
79,feed,3
34,current,3
90,nectar,3
165,group,3
96,egg,5
102,beeswax,4
