Id,Label,Weight
162,harvest,3
104,type,4
139,perform,3
168,venom,3
59,infect,5
166,hive,3
74,reproduct,3
55,nest,5
73,worker,4
25,cerana,10
68,sequenc,3
40,queen,12
87,site,4
212,beekeep,3
20,collect,3
31,visit,4
127,yield,3
130,nutrit,3
85,methyl,5
102,pheromon,3
200,bodi,3
65,olfactori,3
174,larva,8
69,genom,5
165,individu,3
83,mortal,3
34,algorithm,3
115,protein,6
80,propoli,3
122,danc,3
123,coloni,4
52,mite,11
19,resin,2
30,flower,10
145,pollin,6
299,sperm,3
216,group,7
149,trap,3
63,drone,5
81,extract,3
39,gene,15
357,semen,3
119,area,6
48,pollen,14
195,flight,4
100,swarm,3
32,forag,19
23,genet,3
22,lineag,3
43,cell,5
