Id,Label,Weight
55,brood,4
204,propoli,8
247,signal,3
149,site,3
56,coloni,6
238,neonicotinoid,3
13,nuclear,2
18,mite,8
42,flower,14
80,protein,9
41,nectar,3
268,venom,5
26,per,3
51,receptor,3
85,fruit,5
150,swarm,3
19,varroa,5
53,pollin,5
140,immun,3
96,larva,5
12,numt,2
31,infect,5
8,queen,12
141,social,3
71,worker,11
88,pollen,13
32,nosema,3
90,process,3
68,nativ,5
48,sequenc,8
102,forag,12
16,strain,3
286,content,3
270,olfactori,3
120,sperm,3
38,male,3
24,cell,4
30,cerana,4
34,gene,17
43,visit,8
21,genom,5
203,nest,4
211,behaviour,3
69,hive,5
221,mixtur,3
133,drone,4
86,chang,3
230,pattern,3
114,commun,3
5,group,4
