Id,Label,weight
apis mellifera,apis mellifera, 101
honey bee,honey bee, 37
honeybee,honeybee, 36
hymenoptera,hymenoptera, 20
apidae,apidae, 19
honey bees,honey bees, 12
pollination,pollination, 10
pheromone,pheromone, 10
apis,apis, 9
insect,insect, 9
honeybees,honeybees, 7
foraging,foraging, 7
apis mellifera l.,apis mellifera l., 5
varroa jacobsoni,varroa jacobsoni, 4
royal jelly,royal jelly, 4
scanning electron microscopy,scanning electron microscopy, 4
queen,queen, 4
insect brain,insect brain, 4
haemolymph,haemolymph, 4
bombus,bombus, 4
