Id,Label,Weight
55,brood,4
158,jacobsoni,6
187,inocul,3
56,behaviour,6
32,worker,9
190,scutellata,3
2,flower,10
111,protein,3
68,temperatur,5
24,eep,4
174,cerana,4
181,neuron,3
112,polyandri,4
11,african,4
45,orf,3
62,oil,3
75,mate,3
157,variat,4
26,propoli,4
151,coloni,4
122,mitochondri,5
78,nectar,4
116,unaffect,7
180,solut,3
28,melittin,3
17,mite,18
144,wax,3
247,isol,4
71,bodi,5
69,synthesi,9
84,larva,7
6,axonem,4
217,reward,3
182,model,4
88,varroa,3
65,forag,14
90,profil,4
61,guard,3
171,resist,3
77,pollin,7
86,vibrat,3
33,drone,5
23,venom,9
260,size,4
14,queen,16
117,reexamin,7
250,condit,4
135,pollen,13
74,gene,4
129,gland,6
