Id,Label,Weight
23,ball,2
0,project,121
118,concentr,3
83,jelli,3
42,visual,4
26,und,4
39,light,8
113,die,3
43,cell,8
33,intens,8
74,drone,10
10,dehydrogenas,3
86,für,3
19,chromosom,2
88,wax,3
11,enzym,5
20,produc,2
9,glyceraldehyd,4
128,diploid,3
17,nach,2
85,royal,3
90,cent,7
25,der,4
31,sugar,5
112,temperatur,3
24,mit,4
36,enterobact,3
2,pathway,121
30,formos,2
56,queen,13
50,refer,3
41,fibr,4
127,test,4
18,spermatid,2
7,atp,3
58,polaris,3
1,resolv,121
28,pseudoacacia,2
54,insemin,3
91,per,7
55,semen,4
62,colour,3
15,jha,6
21,sting,2
84,larva,5
32,fed,5
48,fig,4
6,arginin,3
8,adp,3
73,mate,4
