Id,Label,Weight
240,temperatur,4
67,behavior,3
107,subspeci,4
105,gene,4
139,group,8
42,chemistri,12
213,mate,4
165,strain,6
154,pattern,6
47,oil,8
127,varroa,4
203,worker,6
41,lay,12
142,chang,3
146,recombin,4
137,cerana,5
56,set,3
70,mite,15
173,queen,14
113,nectar,9
75,flight,7
87,mgkg,3
18,flower,11
216,pheromon,4
25,acet,3
89,neuron,4
98,bind,4
78,european,5
119,pollin,3
192,comb,6
132,nest,7
34,ige,4
162,drone,10
19,2b1,3
21,protein,7
141,recruit,3
155,cell,7
40,freerun,12
109,region,8
117,sequenc,7
114,pollen,5
9,forag,14
125,stock,4
79,african,8
36,specif,4
138,nuluensi,3
97,brain,3
57,fruit,7
23,honey,3
156,venom,5
