Id,Label,Weight
20,tebuconazol,3
188,extract,5
40,beetl,7
58,set,3
168,larva,8
56,densiti,3
233,neuron,6
94,cell,5
132,imidacloprid,5
59,flower,9
174,propoli,4
44,forag,18
43,receiv,4
221,weight,5
23,mite,12
18,carbendazim,3
98,pollin,7
154,receptor,4
91,visit,7
72,sequenc,6
186,pollen,13
6,hunter,3
74,egg,4
84,temperatur,3
147,cape,5
317,gene,4
93,kenyon,3
77,reaction,5
116,brood,9
142,flight,3
53,sting,3
41,hive,12
48,otc,3
112,varroa,4
179,swarm,4
51,guard,4
201,test,7
92,lobe,3
224,coloni,4
123,drone,5
75,worker,8
153,beekeep,3
263,african,4
122,cerana,3
266,group,5
8,harvest,3
73,queen,14
80,distanc,3
212,respons,4
7,intend,3
