Label,weight
migration, 3
actin filaments, 2
perizin, 2
seasonal variation, 2
trophallaxis, 2
cytoskeleton, 2
immunoblotting, 2
a m ligustica, 1
esters, 1
embryogenesis, 1
ld50, 1
honey bee castes, 1
protein folding, 1
fecal, 1
bombus terrestris, 1
phospholipase, 1
staining, 1
kallikrein, 1
capping behavior, 1
competing flowers, 1
