Id,Label,Weight
94,und,2
59,lipid,2
25,cuticular,130
0,ocellar,4
58,counter,5
98,flight,2
28,lotu,2
100,hive,4
113,ecg,3
36,nest,8
97,queen,9
31,soil,10
21,nerv,3
73,diploid,3
122,cell,7
89,fed,2
35,volum,4
71,inhibit,2
95,stage,3
9,angl,2
84,paralys,2
6,carpent,2
45,penetr,2
1,fibr,4
32,toxic,3
72,ngml,2
60,peroxid,2
10,graviti,2
75,charact,3
70,cytochrom,2
53,venom,6
147,pipe,3
24,der,3
114,chang,3
26,cuticl,132
74,drone,7
49,isozym,4
44,foregut,2
52,venomoid,2
27,age,131
57,chlorpyrifosmethyl,5
40,pyrethroid,2
66,site,4
34,caviti,8
78,haploid,2
80,larva,7
54,antibodi,2
50,pattern,3
11,light,2
33,insecticid,4
