Id,Label,Weight
87,nest,3
24,mite,9
101,site,4
85,estim,3
253,experi,4
1,redox,3
143,worker,4
58,fruit,3
31,drone,8
185,flight,4
102,nectar,3
156,egg,3
124,pollen,13
57,visit,3
48,cell,5
37,activ,3
106,cerana,4
0,ricinu,3
74,cue,3
171,toxic,3
119,propoli,10
196,differ,4
132,pattern,3
118,coloni,3
166,discrimin,3
73,forag,13
44,genom,3
151,per,3
184,olfactori,3
165,collect,3
22,gene,13
100,resourc,4
117,queen,12
202,royal,3
2,populu,3
134,pollin,6
54,flower,8
224,male,5
23,sequenc,6
32,larva,4
148,group,7
41,danc,5
200,temperatur,5
51,nativ,3
183,odour,3
59,receptor,3
25,varroa,3
53,spider,4
241,protein,4
150,mate,3
