Label,weight
mating behavior, 2
animal communication, 2
qmp, 2
glycine max, 2
locomotion, 2
soybean, 2
apini, 2
immune response, 2
directional information, 2
eucalyptus, 2
apple (malus domestica borkh.), 2
cloning, 2
prenylated phenylpropanoids, 2
cns, 2
fruit size, 2
mobile phone, 2
honeybee races, 2
dance, 1
behavioural choice, 1
proboscis extension response (per), 1
